 
 SAP2000 v20.2.0 File: MODELB24  KN, m, C Units  PAGE 1
 m/d/yy h:mm:ss
 
 HP
 
 
 T I M E   H I S T O R Y   D A T A 
 
 CASE  Hammer_excitation
 FUNCTION  Joint121:  Joint 121  Acceleration  UZ    
 FUNCTION  Joint124:  Joint 124  Acceleration  UZ    
 FUNCTION  Joint129:  Joint 129  Acceleration  UZ    
 FUNCTION  Joint133:  Joint 133  Acceleration  UZ    
 FUNCTION  Joint137:  Joint 137  Acceleration  UZ    
 FUNCTION  Joint145:  Joint 145  Acceleration  UZ    
 FUNCTION  Joint143:  Joint 143  Acceleration  UZ    
 FUNCTION  Joint148:  Joint 148  Acceleration  UZ    
 FUNCTION  Joint152:  Joint 152  Acceleration  UZ    
 FUNCTION  Joint156:  Joint 156  Acceleration  UZ    
 FUNCTION  Joint160:  Joint 160  Acceleration  UZ    
 FUNCTION  Joint164:  Joint 164  Acceleration  UZ    
 FUNCTION  Joint168:  Joint 168  Acceleration  UZ    
 FUNCTION  Input Energy:  Input Energy      
 
       TIME    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION
               Joint121    Joint124    Joint129    Joint133    Joint137    Joint145    Joint143    Joint148    Joint152    Joint156    Joint160    Joint164    Joint168 Input Energ
         0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
       0.01     3.16776     5.32018     6.21211     5.81874     4.46573      2.6407     0.79744    -0.72572    -1.76244    -2.26639    -2.31328    -1.82705    -0.98823   1.029E-05
       0.02     2.59887     4.64378      4.9234     3.38182     0.79959    -1.60913    -2.78163     -2.3108    -0.57439     1.49279     2.94043     3.00664     1.80353   1.008E-05
       0.03    -3.01588    -5.09825    -5.92485    -5.34592    -3.55251    -1.01979     1.61167     3.67075     4.68575     4.52741     3.43792     1.93476     0.62275   1.007E-05
       0.04     1.97243     3.69881     4.55298     4.38796     3.38128     1.91315     0.39461    -0.84458    -1.64155    -1.97533    -1.92863    -1.51267    -0.83422   1.007E-05
       0.05     1.16733     1.45727      1.1383     0.34671    -0.63536    -1.50901     -2.0619    -2.22199     -2.0277    -1.58303    -0.99175    -0.44406    -0.06285   1.007E-05
       0.06    -2.50295    -4.76644    -5.37131    -4.03837    -1.28034     1.83691     4.15893     4.95663     4.18119     2.42911     0.51114    -0.57717    -0.65052   1.006E-05
       0.07     0.33218     0.76477     0.84407     0.50181    -0.15764    -0.91998     -1.5538    -1.89811    -1.89717    -1.59568    -1.07246    -0.54181    -0.13155   1.006E-05
       0.08     2.35965     3.93354     4.10348     2.82654      0.6639    -1.48405    -2.78659    -2.85805    -1.88305      -0.483     0.64102     0.97834     0.59108   1.006E-05
       0.09    -1.73863    -2.85107    -3.22154    -2.83977    -1.90847    -0.76137     0.24838     0.85523     0.96108     0.65378     0.16687    -0.23572    -0.32396   1.005E-05
        0.1    -0.74636    -1.21489    -1.44861    -1.44791    -1.28527    -1.07636    -0.92795    -0.88744    -0.91969    -0.92829    -0.81387    -0.54284    -0.20281   1.006E-05
       0.11     1.72916     2.56851     2.80861     2.53581     1.94942     1.27716     0.70061     0.32735     0.16763     0.15724     0.16322     0.17113     0.10812   1.007E-05
       0.12    -0.90532    -1.52357    -1.52579    -0.90026     0.08133     0.98898     1.43313     1.23841     0.52612    -0.34918    -0.95927    -1.06083    -0.64739   1.007E-05
       0.13    -0.14287    -0.02109     0.16472     0.39755     0.67073      0.9821     1.31672     1.63902     1.88036     1.95621      1.7689     1.35679     0.73328   1.007E-05
       0.14     1.07905     1.84848     1.89872     1.21072     0.11074    -0.88372    -1.30743    -0.98244    -0.08595     0.93568     1.62223     1.58713     0.91647   1.007E-05
       0.15    -0.12264    -0.01138     0.24695     0.54181     0.70781     0.59465     0.13782    -0.59906    -1.42842    -2.09267    -2.34076    -2.04593    -1.21011   1.007E-05
       0.16    -0.86222    -1.51201    -1.70521    -1.38093    -0.67068     0.16588     0.85353      1.2234     1.25329     1.04804     0.73223      0.4807     0.27011   1.006E-05
       0.17     0.20413     0.00233     -0.3987    -0.88649    -1.29627    -1.47124    -1.31954    -0.86076    -0.21678     0.42155     0.86538     0.94378     0.62826   1.006E-05
       0.18     0.53601     1.04125     1.47657     1.74164     1.71397      1.3042     0.51497    -0.51327    -1.53615    -2.27202    -2.50077    -2.11566    -1.20576   1.006E-05
       0.19     -0.8259    -1.38925    -1.70985    -1.77359    -1.60911    -1.27046    -0.82429    -0.35276     0.06451     0.36016     0.50066     0.45846     0.27269   1.006E-05
        0.2     0.02048    -0.03626    -0.31853    -0.78922    -1.26443    -1.49599    -1.29677    -0.65264     0.25039     1.08966     1.54838     1.43594     0.82362   1.006E-05
       0.21     0.39186     0.87434     1.30226     1.56345     1.54739     1.18984     0.51298    -0.35223    -1.19784    -1.79647    -1.96164    -1.65325    -0.93475   1.007E-05
       0.22    -0.24913    -0.51778    -0.53103    -0.24787     0.22965     0.71155     1.01329     1.03618     0.80974     0.46528     0.14252    -0.01511    -0.02936   1.007E-05
       0.23     0.09664     0.12526     0.09984     0.08544     0.17063     0.42731     0.87098     1.44366     2.00879     2.38535     2.39995     1.97098     1.11972   1.007E-05
       0.24     0.28254     0.64582     0.92836     1.04971     0.96068      0.6621     0.21075    -0.29509    -0.73771    -1.01215    -1.03852    -0.84412    -0.46594   1.007E-05
       0.25     0.06239     0.14575     0.26668     0.39252     0.47355     0.46657     0.35367     0.14883    -0.10321    -0.33869    -0.50393     -0.5148    -0.34878   1.007E-05
       0.26    -0.37218    -0.63242    -0.90402    -1.15896    -1.31006    -1.25119    -0.91769    -0.33834     0.35309     0.95364     1.28242     1.18822     0.71037   1.006E-05
