 
 SAP2000 v20.2.0 File: MODELA5  KN, m, C Units  PAGE 1
 m/d/yy h:mm:ss
 
 HP
 
 
 T I M E   H I S T O R Y   D A T A 
 
 CASE  Hammer_excitation
 FUNCTION  Joint121:  Joint 121  Acceleration  UZ    
 FUNCTION  Joint124:  Joint 124  Acceleration  UZ    
 FUNCTION  Joint129:  Joint 129  Acceleration  UZ    
 FUNCTION  Joint133:  Joint 133  Acceleration  UZ    
 FUNCTION  Joint137:  Joint 137  Acceleration  UZ    
 FUNCTION  Joint145:  Joint 145  Acceleration  UZ    
 FUNCTION  Joint143:  Joint 143  Acceleration  UZ    
 FUNCTION  Joint148:  Joint 148  Acceleration  UZ    
 FUNCTION  Joint152:  Joint 152  Acceleration  UZ    
 FUNCTION  Joint156:  Joint 156  Acceleration  UZ    
 FUNCTION  Joint160:  Joint 160  Acceleration  UZ    
 FUNCTION  Joint164:  Joint 164  Acceleration  UZ    
 FUNCTION  Joint168:  Joint 168  Acceleration  UZ    
 FUNCTION  Input Energy:  Input Energy      
 
       TIME    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION    FUNCTION
               Joint121    Joint124    Joint129    Joint133    Joint137    Joint145    Joint143    Joint148    Joint152    Joint156    Joint160    Joint164    Joint168 Input Energ
         0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.          0.
       0.01     3.25763     5.49453     6.39367     5.91834      4.4248     2.46145     0.54739    -0.93599    -1.84477     -2.2158     -2.1153    -1.63099    -0.87411   1.031E-05
       0.02     2.50605     4.48982     4.81975     3.42977     1.02262    -1.29626    -2.55171    -2.15243     -0.4395     1.52405     2.80144     2.83653     1.69145   1.009E-05
       0.03    -3.21266    -5.50591    -6.39857     -5.7137    -3.69427     -0.9196     1.86348      3.8854     4.70689     4.34948      3.1427     1.65375     0.46727   1.008E-05
       0.04     2.16455     4.00979     4.86707     4.58945     3.40185     1.75976     0.14805     -1.0438    -1.67925     -1.8422    -1.65585    -1.23842    -0.66699   1.008E-05
       0.05      1.0868      1.3472     1.05584     0.34171     -0.5438     -1.3458    -1.89405    -2.10911    -2.00931    -1.67149     -1.1767    -0.63205    -0.18027   1.008E-05
       0.06    -2.56483    -4.86575    -5.52048    -4.24194    -1.50897     1.65781     4.13823     4.97954     4.11228      2.3237     0.50764    -0.57676    -0.65099   1.007E-05
       0.07     0.70285     1.43564     1.57355     1.02927     0.00109    -1.13726    -2.00554    -2.27079    -1.92434    -1.25283    -0.53072    -0.00422     0.18243   1.007E-05
       0.08     2.08154     3.43546     3.58463     2.49098     0.61787     -1.2876    -2.53165    -2.66616    -1.83397     -0.6561     0.27633     0.60071     0.36286   1.007E-05
       0.09    -1.86122    -3.09239     -3.4626    -2.94509    -1.79109    -0.42376     0.71724     1.26653     1.15307      0.6067     -0.0512    -0.48454    -0.47615   1.006E-05
        0.1    -0.46015    -0.75454    -1.01716    -1.24498    -1.41669    -1.50871    -1.50645    -1.38937    -1.16281    -0.85952    -0.51292    -0.18463     0.02958   1.007E-05
       0.11     1.55005     2.26343     2.49022     2.32087     1.91101     1.41789     0.95722     0.56179     0.25518     0.06649    -0.02311    -0.04439    -0.02974   1.008E-05
       0.12    -0.92842    -1.51577    -1.48408    -0.83265     0.16591     1.08726      1.5463     1.33082     0.56387    -0.35599    -1.01199     -1.1277    -0.69982   1.008E-05
       0.13     0.11839     0.41695     0.57085     0.55879     0.46999     0.45447     0.63726     1.06645      1.6224     2.05758     2.15132     1.78401     0.99884   1.008E-05
       0.14      0.9183     1.55777     1.63767     1.14874     0.33912    -0.40308    -0.73372    -0.46612     0.25623     1.03038     1.47494      1.3698     0.77137   1.008E-05
       0.15    -0.29726    -0.32865    -0.10264      0.2783     0.60326     0.64425     0.26403    -0.53062    -1.52504     -2.3626    -2.71728    -2.39414    -1.41006   1.008E-05
       0.16    -0.58602     -1.0526    -1.24539    -1.10063    -0.66347    -0.06425     0.53603     0.97178     1.18096     1.20407      1.0809     0.84373     0.49313   1.007E-05
       0.17     0.11426    -0.14536    -0.54405    -0.96794    -1.27685    -1.35491    -1.15265    -0.68923     -0.0816     0.48729     0.85197     0.89605     0.58938   1.007E-05
       0.18     0.43399     0.90203     1.34506     1.65159     1.67756     1.31101      0.5405    -0.51546    -1.60472    -2.41185    -2.67845     -2.2884    -1.31506   1.007E-05
       0.19     -0.5592    -0.93278    -1.22366    -1.42024    -1.48393    -1.36486    -1.03765    -0.51788     0.08538     0.59572     0.86621     0.82087     0.48951   1.007E-05
        0.2    -0.13929    -0.36315    -0.70746    -1.11785    -1.44983     -1.5301    -1.24539     -0.5959     0.24502     0.98584     1.36795     1.26029     0.72492   1.007E-05
       0.21     0.26592     0.67829     1.13603     1.52409      1.6824     1.47294     0.85426    -0.09156    -1.12764    -1.93238      -2.246    -1.94987    -1.11753   1.008E-05
       0.22    -0.07464    -0.23427    -0.27854    -0.16401     0.07646      0.3553     0.57535      0.6594     0.60624     0.48019     0.34214     0.22726     0.12682   1.008E-05
       0.23     0.07413     0.08203     0.04773     0.03935     0.14403     0.42972     0.90727      1.5112     2.09645     2.47435     2.47897     2.02415     1.14423   1.008E-05
       0.24     0.19824     0.55286      0.8895     1.11399     1.13971      0.9212     0.47919    -0.08837    -0.64263    -1.04341    -1.17878    -1.00783    -0.57525   1.008E-05
       0.25     0.17743     0.31088     0.39044     0.39092     0.31029     0.17197      0.0141    -0.13385     -0.2508     -0.3251    -0.35676    -0.33539    -0.23114   1.008E-05
       0.26    -0.36935    -0.64305    -0.89422    -1.08788    -1.15415     -1.0197    -0.65196    -0.08259     0.56115     1.08844     1.33116     1.19726     0.70988   1.007E-05
